DeviceObj,Circuit,Location,Debug,Three Phase
Kiln,MWSB.7.DG.2.L4GC.37A.TGC.LGCsec3.119,,,
Lights Exterior gym,MWSB.7.DG.3.L4G1sec1.1,1001,,
F-17,MWSB.7.DG.3.L4G1sec1.2,,,X
Lights Exterior gym,MWSB.7.DG.3.L4G1sec1.3,1001,,
F-17,MWSB.7.DG.3.L4G1sec1.4,,,X
Lights exterior soffit (East),MWSB.7.DG.3.L4G1sec1.5,,,
F-17,MWSB.7.DG.3.L4G1sec1.6,,,X
Lights exterior lobby tower floods,MWSB.7.DG.3.L4G1sec1.7,Lobby,,
Lights Exterior delivery entrance (West),MWSB.7.DG.3.L4G1sec1.9,,,
Lights,MWSB.7.DG.3.L4G1sec1.10,2002A,,
Lights,MWSB.7.DG.3.L4G1sec1.11,2002,,
Lights,MWSB.7.DG.3.L4G1sec1.11,2005A,,
Lights,MWSB.7.DG.3.L4G1sec1.12,2002,,
Lights,MWSB.7.DG.3.L4G1sec1.12,2005A,,
Lights elevator lobby,MWSB.7.DG.3.L4G1sec1.13,3005A,,
Lights stairs B1,MWSB.7.DG.3.L4G1sec1.13,,,
Lights,MWSB.7.DG.3.L4G1sec1.16,1002,,
Lights,MWSB.7.DG.3.L4G1sec1.16,2009,,
Lights (Fieldhouse Corridor),MWSB.7.DG.3.L4G1sec1.16,2015,,
Lights,MWSB.7.DG.3.L4G1sec1.17,3002,,
Lights lobby tower sconces,MWSB.7.DG.3.L4G1sec1.17,,,
Lights lobby hig bay,MWSB.7.DG.3.L4G1sec1.18,2016,,
Lights lobby high bay,MWSB.7.DG.3.L4G1sec2.20,2016,,
Lights lobby,MWSB.7.DG.3.L4G1sec2.22,2016,,
Lights vest,MWSB.7.DG.3.L4G1sec2.23,2017,,
Lights,MWSB.7.DG.3.L4G1sec2.24,2006,,
Lights,MWSB.7.DG.3.L4G1sec2.24,2007,,
Lights,MWSB.7.DG.3.L4G1sec2.24,2013,,
Lights corr,MWSB.7.DG.3.L4G1sec2.24,2010,,
Lights gym dimmer control (reference),MWSB.7.DG.3.L4G1sec2.25,1001,,
Lights gym,MWSB.7.DG.3.L4G1sec2.26,2001,,
Lights gym,MWSB.7.DG.3.L4G1sec2.27,2001,,
Lights gym,MWSB.7.DG.3.L4G1sec2.28,2001,,
Lights gym,MWSB.7.DG.3.L4G1sec2.29,2001,,
Lights gym,MWSB.7.DG.3.L4G1sec2.30,2001,,
Lights gym,MWSB.7.DG.3.L4G1sec2.31,2001,,
Lights gym,MWSB.7.DG.3.L4G1sec2.32,2001,,
Lights gym,MWSB.7.DG.3.L4G1sec2.33,2001,,
Lights lobby Third Floor,MWSB.7.DG.3.L4G1sec2.34,2016,,
Lights stairs B1,MWSB.7.DG.3.L4G1sec2.34,,,
Fan F-17A,MWSB.7.DG.3.L4G1sec2.35,,,X
Spare at junction box above ceiling,MWSB.7.DG.3.L4G1sec2.36,2011,,
Fan F-17A,MWSB.7.DG.3.L4G1sec2.37,,,X
Lights gym Zone 2 panel 2,MWSB.7.DG.3.L4G1sec2.38,1001,,
Fan F-17A,MWSB.7.DG.3.L4G1sec2.39,,,X
Lights gym Zone 1 panel 1,MWSB.7.DG.3.L4G1sec2.40,1001,,
Lights gym Zone 2 panel 1,MWSB.7.DG.3.L4G1sec2.42,1001,,
Lights gym Zone 4 panel 3,MWSB.7.DG.3.L4G1sec2.44,1001,,
Lights gym Zone 3 panel 2,MWSB.7.DG.3.L4G1sec2.46,1001,,
Lights gym Zone 3 panel 2,MWSB.7.DG.3.L4G1sec2.48,1001,,
Lights gym Zone 1 panel 1,MWSB.7.DG.3.L4G1sec2.49,1001,,
Lights gym Zone 4 panel 3,MWSB.7.DG.3.L4G1sec2.50,1001,,
Lights gym Zone 1 panel 1,MWSB.7.DG.3.L4G1sec2.51,1001,,
Lights gym Zone 4 panel 3 (East court 7/8),MWSB.7.DG.3.L4G1sec2.52,1001,,
Lights gym Zone 2 panel 1,MWSB.7.DG.3.L4G1sec2.53,1001,,
Lights gym Zone 3 panel 2,MWSB.7.DG.3.L4G1sec2.54,1001,,
Outlets gym,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.1,2001,,
Outlets gym,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.1,2014B,,
Lobby message sign,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.1,,,
Outlets,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.2,3001,,
Outlets Stair B8,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.2,,,
Outlets,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.3,3003,,
Outlets,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.4,3003,,
Outlets,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.5,3003,,
Outlets,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.5,3004,,
Outlets Stair B9,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.5,,,
ATC Panel,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.5,3001,,
Outlets,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.6,2001,,
Outlets,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.6,2004,,
Outlets,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.6,2005,,
Outlets,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.7,2005A,,
Outlets EWCs,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.7,,,
Outlets,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.8,2002,,
Outlets,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.8,2002B,,
Outlets EWCs,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.8,,,
Outlets,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.9,2002,,
Outlets,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.10,2016,,
Outlets,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.11,2001,,
Outlets corr,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.12,2010,,
Outlets Stairs,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.12,,,
Outlets Observation,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.12,,,
Outlets,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.13,2007,,
Outlets bath,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.13,2008,,
Hand Dryer Bathroom,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.14,2008,,
Outlets (L4 Concession),MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.15,2006,,
Outlets (L4 Concession),MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.16,2006,,
Outlets gym,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.17,2001,,
Outlets bath,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.18,2011,,
Outlets corr,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.18,2010A,,
Hand Dryer Bathroom,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.19,2011,,
Outlets lobby,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.20,2016,,
Outlets lobby,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.20,2013,,
Outlets stairs B-1,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.20,,,
Lights Trophy display,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.20,,,
Outlets gym,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.21,2001,,
Outlets gym,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.21,2014B,,
Lobby message sign,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.21,,,
Outlets (L4 Concession),MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.22,2006,,
Outlets (L4 Concession),MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.23,2006,,
Outlets gym,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.24,2001,,
Outlets (L4 Concession),MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.24,2006,,
UH-2,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.25,2002B,2002B (??),
L2 Aircond ACC-2,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.26,2013,,
Door Access,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.26,,,
Uni Vents (UV),MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.27,3003,,
Outlets Treadmill,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.28,2005A,,
CUH 1 vest,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.29,2017,,
CUH 2 vest,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.29,2017,,
CUH 3 vest,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.29,2017,,
CUH 1 Lobby,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.29,2016,2016 (??),
CUH 2 Lobby,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.29,2016,,
CUH 3 Lobby,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.29,2016,,
From LG1sec2 (??),MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.30,,,
Outlets Bridge,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.31,3002,,
Lights gym Contactor,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.32,1001,,
Outlets Bridge,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.33,3002,,
Fan F-16,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.34,,,X
UHS,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.34,,,
Outlets Mechanical penthouse,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.34,,,
Rooftop Outlets,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.35,,,
RTU 3,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.35,,,
RTU 4,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.35,,,
Rooftop Outlets,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.36,,,
RTU 1,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.36,,,
RTU 2,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.36,,,
Spare at 3004,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.37,3004,,
Handicap door gym (East),MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.39,1001,,
Handicap door gym (West),MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec1.41,1001,,
Fan F-15,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.43,,,X
Fan F-16,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.45,,,X
Fan F-18,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.46,,,
ACC-1,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.50,2006,,
Treadmill gym,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.54,,,
Fan F-15,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.55,,,X
Treadmill gym,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.56,,,
Fan F-16,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.57,,,X
Treadmill gym,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.58,,,
Scoreboards Dunn gym,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.59,,,
Fan F-18,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.60,,,X
Folding partition Dunn Gym,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.61,,,
ACC 1,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.62,,,
Folding partition Dunn Gym,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.63,,,
RM L2,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.64,,,
Folding partition Dunn Gym,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.65,,,
Blackboard,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.66,,,
Rec. Athletic Director Office,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.67,,,
Blackboard,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.68,,,
Bleachers +ACM-1,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.69,,,
Bleachers +ACM-2,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.69,,,
Bleachers +ACM-3,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.70,,,
Bleachers +ACM-4,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.70,,,
Bleachers +ACM-1,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.71,,,
Bleachers +ACM-2,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.71,,,
Bleachers +ACM-3,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.72,,,
Bleachers +ACM-4,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.72,,,
Bleachers +ACM-1,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.73,,,
Bleachers +ACM-2,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.73,,,
Bleachers +ACM-3,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.74,,,
Bleachers +ACM-4,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.74,,,
AHU-14 Athletic Director+//0Akg-s Office,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.75,,,
Work Outlets,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.76,,,
Outlets Field house (Ceiling),MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.77,,,
Field House Voting booths (South),MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.79,,,
Field House Voting booths (North),MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.80,,,
Field House Voting booths (South),MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.81,,,
Field House Voting booths (North),MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.82,,,
Field House Voting booths (South),MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.83,,,
Field House Voting booths (North),MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.84,,,
Outlets roof +AEA- Athletic Director office unit,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.85,,,
Backboard +ACM-1,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.86,,,
ACCU-14 Athletic Director+//0Akg-s Office,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.87,,,X
Backboard +ACM-2,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.88,,,
ACCU-14 Athletic Director+//0Akg-s Office,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.89,,,X
Backboard +ACM-3,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.90,,,
Backboard +ACM-4,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.91,,,
Generator,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.92,,,
Backboard +ACM-5,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.93,,,
Alarm Relays,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.94,,,
Backboard +ACM-6,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.95,,,
Alarm Relays,MWSB.7.DG.3.L4G1sec1.20.TGD.LG1sec2.96,,,
ACCU-2,MWSB.8.DL.2,,,
Canteen Washer Booster Heater,MWSB.8.DL.1.PK.1,,,
Oven,MWSB.8.DL.1.PK.2,,,
2-Power Wash Sink,MWSB.8.DL.1.PK.2,,,
Oven +ACY- Blower (North Hood),MWSB.8.DL.1.PK.3,,,
Oven +ACY- Blower (North Hood),MWSB.8.DL.1.PK.4,,,
Kettles,MWSB.8.DL.1.PK.5,,,
Steamer under south hood,MWSB.8.DL.1.PK.6,,,
Steamer under south hood,MWSB.8.DL.1.PK.7,,,
TET AIR Oven (??),MWSB.8.DL.1.PK.8,,,
Dishwasher and Hot Water Booster,MWSB.8.DL.1.PK.13,,,
Lights Kitchen,MWSB.8.DL.1.PK.15,,,
Lights Janitor Closet,MWSB.8.DL.1.PK.15,,,
Even (??) Machine Room,MWSB.8.DL.1.PK.15,,,
Receptacle,MWSB.8.DL.1.PK.12.TK.PKA.1,,,
Receptacle Work Table,MWSB.8.DL.1.PK.12.TK.PKA.2,,,
Receptacle Slicer,MWSB.8.DL.1.PK.12.TK.PKA.3,,,
Receptacle Proofer,MWSB.8.DL.1.PK.12.TK.PKA.4,,,
Lights New Kitchen Director Office (??),MWSB.8.DL.1.PK.12.TK.PKA.7,,,
60 Quart Mixer (South),MWSB.8.DL.1.PK.12.TK.PKA.8,,,
Receptacle Director Office (??),MWSB.8.DL.1.PK.12.TK.PKA.9,,,
Receptacle Assistant Director Office,MWSB.8.DL.1.PK.12.TK.PKA.10,,,
Receptacle Director Office,MWSB.8.DL.1.PK.12.TK.PKA.11,,,
Receptacle Assistant Director Office,MWSB.8.DL.1.PK.12.TK.PKA.12,,,
Microwave Receptacle,MWSB.8.DL.1.PK.12.TK.PKA.13,,,
Microwave Receptacle,MWSB.8.DL.1.PK.12.TK.PKA.14,,,
(Oven) (??),MWSB.8.DL.1.PK.12.TK.PKA.19,,,
Ice Machine Receptacle,MWSB.8.DL.1.PK.12.TK.PKA.21,,,
Fax Machine Dir. Office,MWSB.8.DL.1.PK.12.TK.PKA.22,,,
Outlets Kitchen (Center),MWSB.8.DL.1.PK.12.TK.PKA.23,,,
Copy Machine Dir. Office,MWSB.8.DL.1.PK.12.TK.PKA.24,,,
Kitchen Conference Room Receptacle,MWSB.8.DL.1.PK.12.TK.PKA.26,,,
Receptacle Kitchen,MWSB.8.DL.1.PK.12.TK.PKA.27,130-05,,
Assistant Receptacle,MWSB.8.DL.1.PK.12.TK.PKA.28,,,
Director Office Receptacle,MWSB.8.DL.1.PK.12.TK.PKA.30,Dir Office,,
Lights,MWSB.8.DL.3.L42D.2,4062,,
Lights,MWSB.8.DL.3.L42D.3,4063,,
Lights,MWSB.8.DL.3.L42D.4,4064,,
Lights,MWSB.8.DL.3.L42D.5,4066,,
Lights,MWSB.8.DL.3.L42D.5,4066A,,
Lights,MWSB.8.DL.3.L42D.6,4083,,
Lights,MWSB.8.DL.3.L42D.7,4082,,
Lights,MWSB.8.DL.3.L42D.8,4079,,
Lights,MWSB.8.DL.3.L42D.8,4080,,
Lights,MWSB.8.DL.3.L42D.8,4081A,,
Lights,MWSB.8.DL.3.L42D.8,4091,,
Lights,MWSB.8.DL.3.L42D.8,4091A,,
Lights,MWSB.8.DL.3.L42D.9,4089,,
Lights,MWSB.8.DL.3.L42D.10,4088,,
Lights,MWSB.8.DL.3.L42D.11,4087,,
Lights,MWSB.8.DL.3.L42D.12,4086,,
Lights,MWSB.8.DL.3.L42D.13,4085,,
Lights corr,MWSB.8.DL.3.L42D.14,4067,,
Lights corr,MWSB.8.DL.3.L42D.14,4069,,
Lights corr,MWSB.8.DL.3.L42D.14,4070,4070 (Switched),
Lights (night) corr,MWSB.8.DL.3.L42D.15,4067,,
Lights (night) corr,MWSB.8.DL.3.L42D.15,4069,,
Lights (night) corr,MWSB.8.DL.3.L42D.15,4070,,
? Science Wing,MWSB.8.DL.3.L42D.29.T2D.L2D.1,,,
Outlets,MWSB.8.DL.3.L42D.29.T2D.L2D.2,,,
Water Cooler corr,MWSB.8.DL.3.L42D.29.T2D.L2D.2,4072A,,
Stairs E2,MWSB.8.DL.3.L42D.29.T2D.L2D.2,,,
Hand Dryer,MWSB.8.DL.3.L42D.29.T2D.L2D.3,4084,,
Outlets,MWSB.8.DL.3.L42D.29.T2D.L2D.4,4083,,
Outlets,MWSB.8.DL.3.L42D.29.T2D.L2D.5,4083,,
Outlets,MWSB.8.DL.3.L42D.29.T2D.L2D.6,4083,,
Outlets,MWSB.8.DL.3.L42D.29.T2D.L2D.7,4082,,
Outlets,MWSB.8.DL.3.L42D.29.T2D.L2D.8,4082,,
Outlets,MWSB.8.DL.3.L42D.29.T2D.L2D.9,4082,,
Outlets,MWSB.8.DL.3.L42D.29.T2D.L2D.10,4081,,
Outlets,MWSB.8.DL.3.L42D.29.T2D.L2D.10,4081A,,
Outlets,MWSB.8.DL.3.L42D.29.T2D.L2D.11,4079,,
Outlets,MWSB.8.DL.3.L42D.29.T2D.L2D.12,4080,,
Outlets,MWSB.8.DL.3.L42D.29.T2D.L2D.12,4091,,
Roof Fan F-43,MWSB.8.DL.3.L42D.29.T2D.L2D.13,,,
Outlets,MWSB.8.DL.3.L42D.29.T2D.L2D.14,4066,,
Outlets corr,MWSB.8.DL.3.L42D.29.T2D.L2D.15,4018,,
Outlets corr,MWSB.8.DL.3.L42D.29.T2D.L2D.15,4019,,
Outlets,MWSB.8.DL.3.L42D.29.T2D.L2D.16,4066A,,
Outlets,MWSB.8.DL.3.L42D.29.T2D.L2D.17,4069,,
Hand Dryer,MWSB.8.DL.3.L42D.29.T2D.L2D.18,4065,,
Distiller Controls,MWSB.8.DL.3.L42D.29.T2D.L2D.19,4087,,
Distiller Controls,MWSB.8.DL.3.L42D.29.T2D.L2D.21,4087,,
Distiller Controls,MWSB.8.DL.3.L42D.29.T2D.L2D.23,4087,,
Lights,MWSB.8.DL.4.L4G.1,1068,,
Lights,MWSB.8.DL.4.L4G.1,1069,,
Lights,MWSB.8.DL.4.L4G.1,1069A,,
Ramp,MWSB.8.DL.4.L4G.1,,,
Bypass Relay,MWSB.8.DL.4.L4G.2,,,
Mezzanine Lights,MWSB.8.DL.4.L4G.2,,,
Lights,MWSB.8.DL.4.L4G.3,1058,,
Lights,MWSB.8.DL.4.L4G.3,1059,,
Lights,MWSB.8.DL.4.L4G.3,1060,,
Lights,MWSB.8.DL.4.L4G.3,1061,,
Lights,MWSB.8.DL.4.L4G.4,1062,,
Lights,MWSB.8.DL.4.L4G.4,1063,,
Lights,MWSB.8.DL.4.L4G.4,1064,,
Lights,MWSB.8.DL.4.L4G.4,1064A,,
Lights,MWSB.8.DL.4.L4G.4,1067,,
Lights,MWSB.8.DL.4.L4G.4,1071A,,
Lights,MWSB.8.DL.4.L4G.4,1072,,
Lights,MWSB.8.DL.4.L4G.4,1073,,
Lights cafeteria,MWSB.8.DL.4.L4G.5,1088,,
Lights,MWSB.8.DL.4.L4G.5,1057,,
Lights cafeteria,MWSB.8.DL.4.L4G.6,1088,,
Lights cafeteria,MWSB.8.DL.4.L4G.7,1088,,
Lights cafeteria,MWSB.8.DL.4.L4G.8,1088,,
Lights cafeteria,MWSB.8.DL.4.L4G.9,1088,,
Timeclock Bypass Relay,MWSB.8.DL.4.L4G.10,,,
Exterior Egress Lights,MWSB.8.DL.4.L4G.10,,,
Lights,MWSB.8.DL.4.L4G.11,1056,,
Lights,MWSB.8.DL.4.L4G.11,1065,,
Lights,MWSB.8.DL.4.L4G.11,1066,,
Lights,MWSB.8.DL.4.L4G.11,1068,,
Lights,MWSB.8.DL.4.L4G.11,1087,,
Bypass Relay,MWSB.8.DL.4.L4G.12,,,
Hall Lights,MWSB.8.DL.4.L4G.12,,,
Lights Crawlspace,MWSB.8.DL.4.L4G.13,,,
Lights Crawlspace,MWSB.8.DL.4.L4G.14,,,
Lights Crawlspace,MWSB.8.DL.4.L4G.16,,,
Bypass Relay,MWSB.8.DL.4.L4G.18,,,
Lights cafeteria,MWSB.8.DL.4.L4G.18,,,
Roof Fan F-40,MWSB.8.DL.4.L4G.22,,,X
Roof Fan F-40,MWSB.8.DL.4.L4G.24,,,X
Roof Fan F-40,MWSB.8.DL.4.L4G.26,,,X
Roof Fan F-49,MWSB.8.DL.4.L4G.28,,,X
Roof Fan F-49,MWSB.8.DL.4.L4G.30,,,X
Roof Fan F-49,MWSB.8.DL.4.L4G.32,,,X
Roof Fan F-53,MWSB.8.DL.4.L4G.34.TG.LGsec1.2,,,
Roof Fan F-59,MWSB.8.DL.4.L4G.34.TG.LGsec1.2,,,
Roof Fan F-60,MWSB.8.DL.4.L4G.34.TG.LGsec1.2,,,
Destratification fans,MWSB.8.DL.4.L4G.34.TG.LGsec1.8,1088,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec1.12,1060,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec1.13,1060,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec1.14,1060,,
CUH's cafeteria,MWSB.8.DL.4.L4G.34.TG.LGsec1.14,,,
Water Coolers cafeteria,MWSB.8.DL.4.L4G.34.TG.LGsec1.15,,,
CUH's cafeteria,MWSB.8.DL.4.L4G.34.TG.LGsec1.16,1088,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec1.18,1060,,
Unit Ventilators (UV),MWSB.8.DL.4.L4G.34.TG.LGsec1.20,1088,,
Hand Dryer,MWSB.8.DL.4.L4G.34.TG.LGsec1.21,1086,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec1.21,1086,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec1.22,1084,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec1.23,1057,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec1.23,1087,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec1.23,1066,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec1.24,1057,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec1.25,1057,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec1.26,1088,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec1.27,1088,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec1.28,1088,,
Outlets Mezzanine,MWSB.8.DL.4.L4G.34.TG.LGsec1.29,2018,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec2.31,1064,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec2.32,1064A,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec2.32,1066A,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec2.32,1067,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec2.32,1069,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec2.32,1070,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec2.33,1062,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec2.34,1063,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec2.35,1064,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec2.36,1071A,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec2.37,1072,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec2.37,1073,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec2.38,1076,,
Outlets,MWSB.8.DL.4.L4G.34.TG.LGsec2.38,1078,,
Outlets darkroom,MWSB.8.DL.4.L4G.34.TG.LGsec2.39,1059,,
Outlets darkroom,MWSB.8.DL.4.L4G.34.TG.LGsec2.40,1059,,
Outlets darkroom,MWSB.8.DL.4.L4G.34.TG.LGsec2.41,1059,,
Outlets darkroom,MWSB.8.DL.4.L4G.34.TG.LGsec2.42,1059,,
